,birthday,known_for_department,deathday,id,name,gender,biography,place_of_birth,profile_path
789,1970-04-29,Acting,,139,Uma Thurman,1,"Uma Karuna Thurman (born April 29, 1970) is an American actress and model. She has performed in leading roles in a variety of films, ranging from romantic comedies and dramas to science fiction and action movies. Following early roles in films such as Dangerous Liaisons (1988), she rose to international prominence in 1994 following her role in Quentin Tarantino's Pulp Fiction for which she was nominated for an Academy Award, a BAFTA Award and a Golden Globe Award. She starred in several more films throughout the 1990s such as The Truth About Cats & Dogs, Batman & Robin, Gattaca and Les Misérables.

She won a Golden Globe Award for the miniseries Hysterical Blindness (2002). Her career was revitalized when she reunited with director Quentin Tarantino to play the central role in two Kill Bill films (2003/2004), which brought her an additional two Golden Globe Award nominations and a BAFTA Award nomination.

Thurman was born in Boston, Massachusetts. Her father, Robert Alexander Farrar Thurman, a New York-born professor, is a Buddhist writer and academic. Her mother, Nena von Schlebrügge, is a model who was born in Mexico City, Mexico, of German, Swedish and Danish descent. Thurman and her siblings spent time in the Himalayan town of Almora, Uttarakhand, India, during childhood, and the Dalai Lama, to whom Robert Thurman has long been close, once visited their home. She grew up mostly in Amherst, Massachusetts, where she went to Amherst Regional Middle School, then moved to Woodstock, New York. While her father gave his children a Buddhist upbringing, she has the same name as one of the Hindu goddess Parvati's alternate names, ""Uma"", which means ""light"" in Sanskrit. Regarding religion, she now calls herself agnostic.

She has three brothers, Ganden (b. 1968), Dechen (b. 1973), and Mipam (b. 1978), and a half-sister named Taya (b. 1960), from her father's previous marriage. She is described as having been an awkward and introverted girl who was teased for her tall frame, angular bone structure, enormous feet and unusual name (sometimes using the name “Uma Karen” instead of her birth name). When Thurman was 10 years old, a friend's mother suggested a nose job. As a child, she suffered bouts of body dysmorphic disorder, which she discussed in an interview with Talk magazine in 2001.

Uma attended Amherst Public Schools. In the eighth grade, she discovered her love for acting. Talent scouts noticed her performance as Abigail in a production of The Crucible and offered her the chance to act professionally. Thurman attended Northfield Mount Hermon School, a preparatory school in Massachusetts, before dropping out to pursue a career in acting.","Boston, Massachusetts, USA",/xuxgPXyv6KjUHIM8cZaxx4ry25L.jpg
790,1986-06-16,Acting,,1653018,Pierre-Quentin Faesch,0,,,/byLxbUaJbgHeXzxYlhEqFO1BH3T.jpg
791,1969-05-26,Acting,,1273540,Aaron Michael Lacey,2,,"Washington, District of Columbia, USA",/6cBXtAhaqQfT14WLIgGXqmEQ12j.jpg
792,1943-02-20,Acting,,154625,Pamela Dunlap,1,,,/aaaRlBlEwcgh8S7jQlmay0zkAZa.jpg
793,1982-10-23,Acting,,145151,Bradley Pierce,2,"Bradley Pierce began acting at age 6 and has since appeared in various projects ranging from commercial and voiceover to television and film. He is best known for his role as Peter in the 1995 film, Jumanji, as well as voicing Chip in Disney’s original Beauty and the Beast. Other notable roles include voicing Tails in the Saturday morning cartoon series, Sonic the Hedgehog, and a starring role in The Borrowers with John Goodman.

Bradley also appeared with Patty Duke and Melissa Gilbert in the TV film Cries from the Heart/Touch of Truth as an autistic child named Michael. He has guest starred on several TV shows including Life Goes On, Roseanne, Herman’s Head, Mad About You, Lois & Clark: The New Adventures of Superman, Touched by an Angel, Profiler, and Star Trek: Voyager. He voiced the character Nibs in the 2002 film Return to Never Land and has provided various voices for the Disney Interactive Studio RPG series, Kingdom Hearts. Bradley is currently producing films and a variety of digital content through his company, ZFO Entertainment, as well as in partnership with Lost In Time Pictures.

Outside of filmmaking, Bradley is the co-founder of Pierce & Luna, a cocktail community geared towards bartending education and liquor reviews. Along with his partner, Bella Luna, Pierce has begun providing bartending services and consultations for elite parties and festivals.",,/j6iW0vVA23GQniAPSYI6mi4hiEW.jpg
794,1943-06-13,Acting,,56890,Malcolm McDowell,2,"​From Wikipedia, the free encyclopedia.

Malcolm McDowell (born 13 June 1943) is an English actor with a career spanning over forty years. McDowell is principally known for his roles in the controversial films Caligula, If...., O Lucky Man! and A Clockwork Orange. His versatility as an actor has led to his presence in many films and television series of different genres, including Tank Girl, Star Trek Generations, the TV serial Our Friends in the North, Entourage, Heroes, Metalocalypse, animated film Bolt and the 2007 remake of Halloween and the 2009 sequel Halloween II. He is also well known for his narration of the seminal 1982 documentary, The Compleat Beatles","Horsforth, Yorkshire, England, UK",/lnVJ6J8szi86ssDTfyvZSl8lnlr.jpg
795,1930-10-24,Acting,,19545,Jack Angel,2,,,/qYvR57QBtXpdvj1jm2a8hjh7E4L.jpg
796,1966-06-19,Acting,,54447,Samuel West,2,,"Hammersmith, London, England, UK",/yIDXDpgXxPbl5qWu8KHV7fGzVNr.jpg
797,,Acting,,1235999,Leslie Sachs,1,,,/zkcr96jQRSvQSjJGhuqAPAc8Npd.jpg
798,1953-12-24,Acting,,17396,Timothy Carhart,2,"​From Wikipedia, the free encyclopedia

Timothy Carhart (born 24 December 1953) is an American actor. Carhart was born in Washington, DC. and travelled to Izmir and Ankara in Turkey and Verdun in France before returning to the US and studying theater, where he has been acting since at least the late 1970s. Before changing his name, Tim was Tim Grunig, and he went to junior high and high school in Evanston, Illinois.

Description above from the Wikipedia article Timothy Carhart, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Washington, District of Columbia, USA",/1UEUs6UJdxjSbGakZflWuN4TS7T.jpg
799,1961-01-12,Acting,,57461,Simon Russell Beale,2,,"Penang, Malaysia",/sCWLiTESdpjNahOj2jy0H4IWbp9.jpg
800,1943-07-31,Directing,,60295,John N. Smith,2,,"Montréal, Québec, Canada",
801,1957-06-17,Acting,,9629,Jon Gries,2,"An American actor, writer and director. He is known for his role in Napoleon Dynamite as Uncle Rico, and more recently as recurring character Roger Linus on Lost.","Glendale, California, USA",/yNhP4IZCMN10duIYKdHUFt8mJCU.jpg
802,,Acting,,1467086,Avi Hoffman,0,,,
803,,Acting,,9783,Lexie Bigham,0,,,
804,1970-01-31,Acting,,6613,Minnie Driver,1,"Minnie Driver (born Amelia Fiona J. Driver; 31 January 1970) is an English actress and singer-songwriter. She was nominated for an Academy Award for Best Supporting Actress for her performance in the 1997 film Good Will Hunting, as well as for an Emmy Award and a Golden Globe for her work in the television series The Riches.

Description above from the Wikipedia article Minnie Driver, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Finsbury Park, London, England, UK",/pROqdpF9tTCA2giYB50dMwhCJvC.jpg
805,,Acting,,1352578,Carlo Di Maio,2,,,/yWiwrHtPR0iSn0OuNlWtELMcKPV.jpg
806,1949-06-19,Directing,,72624,John Duigan,2,"​From Wikipedia, the free encyclopedia

John Duigan, (born 19 June 1949 in Hampshire, England, UK) is an Australian film director.

Duigan emigrated to Australia in 1961, having been born to an Australian father. He is related to many Australian performers, being the brother of Virginia Duigan (wife of director Bruce Beresford) and uncle of Trilby Beresford.

Duigan has directed 23 films, including Romero, Lawn Dogs, The Parole Officer, Sirens, and Head in the Clouds. He intended his magnum opus to be The Danny Embling Trilogy, three films centered around the character Danny Embling, an artistic youth growing up in 1960s Australia whose life is influenced by the socially changing world around him and a series of doomed love affairs. The first two films in the series were the critically acclaimed The Year My Voice Broke, and Flirting, both of which won the Australian Film Institute awards for best picture the years they were released.

Description above from the Wikipedia article John Duigan, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Hampshire, England, UK",/dbVV1hkAJNADWr3VVhArA648skU.jpg
807,,Acting,,56694,Donna Mitchell,1,,,/67O6fUUI4gDXCU5T13u4Zv9JNr5.jpg
808,1946-02-24,Directing,,28898,Michael Radford,2,"From Wikipedia, the free encyclopedia  Michael Radford (b. 24 February 1946) is an English film director and screenwriter.  Description above from the Wikipedia article Michael Radford, licensed under CC-BY-SA, full list of contributors on Wikipedia.","New Delhi, India",/mmsyhrFCiR2H71cpXsKtQ8BE2iJ.jpg
809,1947-01-26,Acting,,4255,Richard Portnow,2,"​From Wikipedia, the free encyclopedia

Richard Portnow (born January 26, 1947) is a prolific American character actor who played Howard Stern's father, Ben in the movie Private Parts. He has appeared on The Sopranos and many other films, video games, and television shows such as Hannah Montana and Boston Legal.",Brooklyn - New York - USA,/bKvHyXRytdiQLZmNkV9AjdFnNvK.jpg
810,1968-02-08,Acting,,51384,Missy Yager,1,,,/4807TEgioemmb1pudrKhnjIFB2J.jpg
811,1966-01-24,Acting,,13688,Karin Viard,1,"​From Wikipedia, the free encyclopedia.  

Karin Viard (born 24 January 1966) is a multi-award-winning French actress. She made her film debut in Tatie Danielle in 1990. Since then she has appeared in such films as Delicatessen, L'Emploi du temps (Time Out), Adultère, mode d'emploi and La parenthèse enchantée. She was a member of the 2003 Cannes Film Festival jury.

Description above from the Wikipedia article Karin Viard  licensed under CC-BY-SA, full list of contributors on Wikipedia.","Rouen, France",/o12F6rIgJNPAyJa1aUsFSntRmf.jpg
812,1958-01-26,Acting,,14,Ellen DeGeneres,1,"Ellen DeGeneres is an American stand-up comic, television host, and actress. She hosts the syndicated talk show The Ellen DeGeneres Show, and was also a judge on American Idol for one year, having joined the show in its ninth season.

DeGeneres has hosted both the Academy Awards and the Primetime Emmys. As a film actress, she starred in Mr. Wrong, appeared in EDtv and The Love Letter, and provided the voice of Dory in the Disney-Pixar animated film Finding Nemo, for which she was awarded a Saturn Award for Best Supporting Actress, the first and only time a voice performance won a Saturn Award.

She also starred in two television sitcoms, Ellen from 1994 to 1998 and The Ellen Show from 2001 to 2002. During the fourth season of Ellen in 1997, DeGeneres came out publicly as a lesbian in an appearance on The Oprah Winfrey Show. Shortly afterwards, her character Ellen Morgan also came out to a therapist played by Winfrey, and the series went on to explore various LGBT issues including the coming out process.

She has won twelve Emmys and numerous other awards for her work and charitable efforts.","Metairie, Louisiana, USA",/4LG2bFkqOzxzR1kpnoDcwIVuQTG.jpg
813,1950-02-12,Acting,,11086,Michael Ironside,2,"Frederick Reginald Ironside, known as Michael Ironside, is a Canadian actor. He has worked as a voice actor, producer, film director, and screenwriter in movie and television series in various Canadian and American productions. Wikipedia","Toronto, Canada",/i3HkCGEnQGJeD0U8WDumO4VH5fU.jpg
814,1960-09-06,Directing,,56710,Oliver Parker,2,"From Wikipedia, the free encyclopedia.

Oliver Parker (born 6 September 1960) is an English film director.

Parker was born in London, the son of Lady Gillian, a writer and GP, and Sir Peter Parker, a railway executive. His brother is actor Nathaniel Parker.

Description above from the Wikipedia article Oliver Parker, licensed under CC-BY-SA, full list of contributors on Wikipedia.","London, England, UK",/3qdUN7qhcQn4P3tEOTKJgTUdCIr.jpg
815,1961-11-27,Writing,,4489,Steve Oedekerk,2,"Steve Oedekerk is an American comedian, director, editor, producer, screenwriter and actor. Oedekerk is best known for his collaborations with actor Jim Carrey and director Tom Shadyac (particularly the Ace Ventura franchise), his series of ""Thumbmation"" shorts and his film Kung Pow: Enter the Fist (2002).","Los Angeles, California, United States",/qUkJ4GbyAdloVjVxCUlxLT23wIe.jpg
816,,Art,,944,Arthur Max,2,,,
817,1945-12-02,Directing,,58448,Penelope Spheeris,1,"Penelope Spheeris (born December 2, 1945) is an American director, producer and screenwriter. She is best known as a documentary film director whose works include the trilogy titled The Decline of Western Civilization.  She has also directed feature films, including Wayne's World, her highest grossing film.","New Orleans, Louisiana, United States",/7juDUTAEyAKKfDmkOD9q24kjrei.jpg
818,1959-08-03,Acting,,11885,John C. McGinley,2,"An American actor, most notable for his roles as Perry Cox in Scrubs, Bob Slydell in Office Space, and Sergeant Red O'Neill in Oliver Stone's Platoon. He has also written and produced for television and film. Apart from acting, McGinley is also an author and a spokesperson for the National Down Syndrome Society.

Description above from the Wikipedia article John C. McGinley, licensed under CC-BY-SA, full list of contributors on Wikipedia.","New York City, New York, USA",/zNzNzVucekTjoPFZtGD1DZven93.jpg
819,,Crew,,1495190,Dickey Beer,2,,Netherlands,
820,,Acting,,1854389,Trent Nicholas Thompson,2,,,
821,1954-07-16,Acting,,98089,Bobby Cooper,2,,"Brooklyn, New York, USA",/emS8OGw1cUU3GLVd3vPK8mlUhc1.jpg
822,,Acting,,1607143,Pat Dias,2,,,/5ReBqOX5qGkkV8V435CBt4gREvM.jpg
823,1952-11-14,Acting,,84213,Bill Farmer,2,"From Wikipedia, the free encyclopedia.

William Farmer (born November 14, 1952 in Pratt, Kansas) is an American voice actor and comedian, best known for being the current voice of the Disney characters Goofy, Pluto and Horace Horsecollar.

Description above from the Wikipedia article William Farmer, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Pratt, Kansas, USA",/4aDBlkt8nEkr1RkEhiKIbDWhpZB.jpg
824,1926-02-11,Acting,2010-11-28,7633,Leslie Nielsen,2,"From Wikipedia, the free encyclopedia.

Leslie William Nielsen, OC (11 February 1926 – 28 November 2010) was a Canadian and naturalized American actor and comedian. Nielsen appeared in over one hundred films and 1,500 television programs over the span of his career, portraying over 220 characters. Born in Regina, Saskatchewan, Nielsen enlisted in the Royal Canadian Air Force and worked as a disc jockey before receiving a scholarship to Neighborhood Playhouse. Making his television debut in 1948, he quickly expanded to over 50 television appearances two years later. Nielsen made his film debut in 1956, and began collecting roles in dramas, westerns, and romance films. Nielsen's performances in the films Forbidden Planet (1956) and The Poseidon Adventure (1972) received positive reviews as a serious actor, though he is primarily known for his comedic roles.

Although Nielsen's acting career crossed a variety of genres in both television and films, his deadpan delivery in Airplane! (1980) marked a turning point in his career, one that would make him, in the words of film critic Roger Ebert, ""the Olivier of spoofs."" Nielsen enjoyed further success with The Naked Gun film series (1988 – 1994), based on a short-lived television series Police Squad! in which he starred earlier. His portrayal of serious characters seemingly oblivious to (and complicit in) their absurd surroundings gave him a reputation as a comedian. In the final years of his career, Nielsen appeared in multiple spoof and parody films, many of which were met poorly by critics, but performed well in box office and home media releases. Nielsen married four times and had two daughters from his second marriage. He was recognized with a variety of awards throughout his career, and was inducted into the Canada and Hollywood Walks of Fame.

Description above from the Wikipedia article Leslie Nielsen, licensed under CC-BY-SA, full list of contributors on Wikipedia","Regina, Saskatchewan, Canada",/u06yDkcwgd5qEDJXckV7T3aRby0.jpg
825,1955-12-07,Acting,,23648,Priscilla Barnes,1,"Priscilla Barnes is an American stage, film and television actress, best known for playing nurse Terri Alden on the television sitcom ""Three's Company"".","Fort Dix, New Jersey, USA",/llDEiCLnmEm68b658dv29Bh2wtR.jpg
826,,Acting,,590356,Jimmy Witherspoon,2,,,
827,,Acting,,98093,Lisa Crawford,0,,,
828,1963-10-30,Acting,,87118,Michael Beach,2,"From Wikipedia, the free encyclopedia.

Michael Anthony Beach (born October 30, 1963) is an American actor.","West Roxbury, Massachusetts, USA",/lOlWhURNKyZHn71dvq7qC7fiwN6.jpg
829,1942-03-09,Sound,,7491,John Cale,2,"John Davies Cale, OBE is a Welsh musician, composer, singer, songwriter and record producer who was a founding member of the American rock band the Velvet Underground. Over his five-decade career, Cale has worked in various styles across rock, drone, classical, avant-garde and electronic music.",Ammanford - Carmarthen - Wales - UK,/wUidKhZJlXeYg1OMtrLvSrZFOoD.jpg
830,1937-11-10,Acting,2016-03-22,1272,Richard Bradford,2,"Richard Bradford (November 10, 1934 – March 22, 2016) was an American actor, known for his lead role as former CIA agent turned private eye McGill in the British television adventure series Man in a Suitcase, made by ITC and the films The Missouri Breaks,  An Enemy of The People, The Legend of Billie Jean,  The Untouchables, and Internal Affairs. His photograph was used as the sleeve image for The Smiths 1986 single, Panic.","Tyler, Texas, USA",/oxLUtBUC5V0Uws7hvrBAwTBXQ38.jpg
831,1961-10-16,Acting,,95189,Kim Wayans,1,,,/wWv8i5S7xNAYOLSXUcc7qseNxF8.jpg
832,,Acting,,1028334,Julie Mayfield,1,,,
833,1960-01-01,Directing,2015-09-02,93395,Paul Quinn,2,,"Chicago, Illinois, USA",
834,1936-10-19,Acting,,15183,Tony Lo Bianco,2,"Tony Lo Bianco (born October 19, 1936) is an American actor in films and television. Lo Bianco was born in Brooklyn, New York, the son of a taxi driver. He is known for his roles in the cult films The Honeymoon Killers, God Told Me To, and The French Connection. Lo Bianco was a Golden Gloves boxer and also founded the Triangle Theatre in 1963, serving as its artistic director for six years. He also works for OTM Servo Mechanism. Lo Bianco, an Italian American, is the National Spokesperson for the Order Sons of Italy in America.

Description above from the Wikipedia article Tony Lo Bianco, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Brooklyn, New York, USA",/juGwBRuoP25CN8fvVqTitbLsF3w.jpg
835,1952-11-18,Acting,,18792,Delroy Lindo,2,"Delroy Lindo is an English director, writer and actor for stage and screen, best known for his film roles as West Indian Archie in Spike Lee's ""Malcolm X"", Catlett in ""Get Shorty"", Detective Castlebeck in ""Gone in 60 Seconds"", and Woody Carmichael in ""Crooklyn"".","Eltham, London, England, UK",/uhjdTemc2kYbQj47bVqRb7OdVjH.jpg
836,1966-01-20,Acting,,58150,Stacey Dash,1,"Stacey Lauretta Dash (born January 20, 1966) is an American film and television actress.","Bronx, New York, USA",/cSzVCx2LJkXZoUGA4z4i8cm9wMD.jpg
837,1969-07-24,Acting,,16866,Jennifer Lopez,1,"An American actress, singer, record producer, dancer, television personality, fashion designer and television producer. Lopez began her career as a dancer on the television comedy program In Living Color. Subsequently venturing into acting, she gained recognition in the 1995 action-thriller Money Train. Her first leading role was in the biographical film Selena (1997), in which she earned an ALMA Award for Outstanding Actress. She earned her second ALMA Award for her performance in Out of Sight (1998). She has since starred in various films, including The Wedding Planner (2001), Maid in Manhattan (2002), Shall We Dance? (2004), Monster-in-Law (2005), and The Back-up Plan (2010). Lopez came to prominence within the music industry following the release of her debut studio album On the 6 (1999), which spawned the number one hit single ""If You Had My Love"". Her second studio album J.Lo (2001) was a commercial success, selling eight million copies worldwide. J to tha L-O!: The Remixes (2002) became her second consecutive album to debut at number one on the Billboard 200, while her third and fourth studio albums – This Is Me... Then (2002) and Rebirth (2005) – peaked at number two on the Billboard 200. In 2007, she released two albums including her first full Spanish-language album Como Ama una Mujer and her fifth English studio album, Brave. With a new record label, Lopez released Love? on April 19, 2011. In 2012, she released her greatest hits album, Dance Again... the Hits. A.K.A. followed in 2014.  Lopez's contributions to the music industry have garnered her numerous achievements including two Grammy Award nominations; two Latin Grammy Award nominations; three American Music Awards, amongst six nominations; and the estimated sale of over 55 million records worldwide. Billboard ranked her as the 27th Artist of the 2000s decade. Lending her musical knowledge to others, Lopez was a member of the judging panel of American reality television competition American Idol.  She led People en Español's list of ""100 Most Influential Hispanics"" in February 2007. She has parlayed her media fame into a fashion line and various perfumes with her celebrity endorsement. Outside of her work in the entertainment industry, Lopez advocates human rights, vaccinations and is a supporter of Children's Hospital Los Angeles. She currently executive produces the TV show Shades of Blue in which she stars as Harlee Santos, a dirty cop who provides for her daughter with money from bribes and protection payments.","The Bronx, New York City, New York, USA",/mxBDIyt8u4q5eJcQkGipNYTtlvz.jpg
838,,Acting,,57254,François Petit,0,,,
839,1943-12-10,Acting,1991-07-21,58649,Teddy Wilson,2,,,/pT5g0ZOwNhPRd6utOTSBBeQrqjj.jpg
840,1969-05-01,Directing,,5655,Wes Anderson,2,"Wesley Wales Anderson (born May 1, 1969) is an American film director, screenwriter, actor, and producer of features, short films and commercials.

He was nominated for a 2001 Academy Award for Best Original Screenplay for The Royal Tenenbaums. Anderson has been called an auteur, as he is involved in every aspect of his films' production. His films employ a similar aesthetic, employing a deliberate, methodical cinematography, with mostly primary colors. His soundtracks feature early folk and rock music, in particular classic British rock. Anderson's films combine dry humor with poignant portrayals of flawed characters – often a mix of the wealthy and the working class. He is also known for working with many of the same actors and crew on varying projects. He also works with Indian Paintbrush, Steven M. Rales's production company.","Houston, Texas, USA",/oKDlhTjORiTQriqoUFJMTgGiwPg.jpg
841,1946-05-19,Acting,,25819,Michele Placido,2,,"Ascoli Satriano, Puglia, Italy",/j8krw9CE6VYP9BSiS86lQPMb8DM.jpg
842,1964-12-24,Acting,,1853663,Christopher Del Gaudio,2,,"Smithtown, Long Island, New York, USA",
843,,Acting,,1384186,Sean P. Young,2,,,
844,1957-03-04,Acting,,34,Mykelti Williamson,2,"Michael T. ""Mykelti"" Williamson (born March 4, 1957) is an American actor best known for his role as Benjamin Buford (Bubba) Blue in the 1994 film Forrest Gump, as Detective Bobby ""Fearless"" Smith in the critically acclaimed but commercially unsuccessful crime drama Boomtown, and recently for appearing as the head of CTU for season 8 of the hit TV series 24.","Saint Louis, Missouri, USA",/8TTxzpuvvpw2tB8xZBCDslYupNU.jpg
845,1985-08-18,Acting,,91034,Desiree Casado,1,,"New York City, New York, USA",
846,,Acting,,1069723,Danny Fields,0,,,
847,1958-06-24,Acting,,8396,Tom Lister Jr.,2,"Tommy ""Tiny"" Lister (born Thomas Lister, Jr.; June 24, 1958) is a character actor and former wrestler best known for his role as the neighborhood bully Deebo in the Friday series of movies. He also had a short-lived professional wrestling career, wrestling Hulk Hogan in the World Wrestling Federation (WWF) after appearing as ""Zeus"" in Hogan's movie No Holds Barred. Lister is blind in his right eye.  Lister has had numerous guest appearances in TV series, including playing Klaang (the first Klingon ever to make contact with humans, not counting Worf in Star Trek: First Contact) in the pilot episode of Star Trek: Enterprise. He also co-starred in an episode of the courtroom series Matlock as Mr. Matlock's in-prison bodyguard.  Lister also appeared as Sancho in the music video for Sublime's song ""Santeria"". He was also in the video for Michael Jackson's song ""Remember the Time"". He also made a guest appearance in Austin Powers in Goldmember, as a prisoner in the Hard Knock Life spoof.","Compton, California, USA",/z4VI8zYOLHnR24kkuA9sm13yMQQ.jpg
848,,Acting,,1853658,Siching Song,1,,,
849,1961-05-06,Acting,,1461,George Clooney,2,"An American actor, film director, producer, and screenwriter. He has received three Golden Globe Awards for his work as an actor and two Academy Awards—one for acting and the other for producing. Clooney is also noted for his political activism and has served as one of the United Nations Messengers of Peace since January 31, 2008. Born in Lexington, Kentucky, as son of Nick Clooney, a TV newscaster of many years, who hosted a talk show at Cincinnati and often invited George into the studios already at the age of 5. Avoiding competition with his father, he quit his job as broadcast journalist after a short time. Studied a few years at Northern Kentucky University. Failed to join the Cincinnati Reds baseball team. He came to acting when his cousin, Miguel Ferrer, got him a small part in a feature film. After that, he moved to L.A. in 1982 and tried a whole year to get a role while he slept in a friend's closet. His first movie, together with Charlie Sheen, stayed unreleased but got him the producers' attention for later contracts.","Lexington, Kentucky, USA",/kHiVY6r1k6juXrNetAYk2jILqn9.jpg
850,,Acting,,1220350,Peter Geeves,0,,,
851,1963-08-30,Acting,,19654,Michael Chiklis,2,"Michael Charles Chiklis (born August 30, 1963) is an American actor, voice actor, occasional director and television producer. Some of the previous roles for which he is best known include Commissioner Tony Scali on the ABC police drama The Commish, LAPD Detective Vic Mackey on the FX police drama The Shield, Thing in the Fantastic Four film series, and Jim Powell on the science-fiction, comedy-drama No Ordinary Family.","Lowell, Massachusetts, USA",/fkJnjCERaqOky0gJrSHmwjQ9oOZ.jpg
852,1950-09-18,Acting,,63279,Anna Deavere Smith,1,"From Wikipedia, the free encyclopedia.

Anna Deavere Smith (born September 18, 1950) is an American actress, playwright, and professor. She is currently the artist in residence at the Center for American Progress.

Description above from the Wikipedia article Anna Deavere Smith, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Baltimore, Maryland",/qxnkWqihNIu2FKL8UFxAfv9XfAW.jpg
853,1942-08-29,Acting,2014-09-01,3757,Gottfried John,2,"Gottfried John (German: [ˈjoːn];[1] 29 August 1942 – 1 September 2014) was a German stage, screen, and voice actor. A long-time collaborator of Rainer Werner Fassbinder, John appeared in many of the filmmaker's projects between 1975 and his death in 1982, including Mother Küsters Goes to Heaven, Despair, The Marriage of Maria Braun , and Berlin Alexanderplatz. His distinctive, gaunt appearance saw him he frequently cast as villains, and he is best known to audiences for his role as the corrupt General Arkady Orumov in the 1995 James Bond film GoldenEye, and for his comedic turn as Julius Caesar in Asterix & Obelix Take On Caesar, the latter for which he won the Bavarian Film Award for Best Supporting Actor.","Berlin, Germany",/li8nXn68uv62jxZcI1FGQeuvGmi.jpg
854,,Acting,,2366504,Sebastian Harcombe,0,,,
855,1954-03-16,Acting,,91039,S.A. Griffin,2,,,/vqyb0ZQCj6o1l72ma1bCWbeqDOm.jpg
856,1943-08-06,Acting,,160970,Ray Buktenica,2,,"New York City, New York, USA",/aMBLygqfsJv3QrBCvvZ7wMc3Ejq.jpg
857,,Acting,,2081422,Michael Ryan,0,,,
858,1953-04-01,Directing,,5174,Barry Sonnenfeld,2,"From Wikipedia, the free encyclopedia.

Barry Sonnenfeld (born April 1, 1953) is an American filmmaker and television director. He worked as cinematographer for the Coen Brothers, then later he directed and produced big budget films such as Men in Black.

Description above from the Wikipedia article Barry Sonnenfeld, licensed under CC-BY-SA, full list of contributors on Wikipedia.​","New York City, New York, USA",/m8vIfbXI44Fd8VK7HSJRisYQjQc.jpg
859,,Acting,,3135,Danny Verduzco,0,,,
860,,Acting,,1387844,Anthony 'Chip' Brienza,2,,,/47cC6rWbfh8Vtr51N0gyjlzNBeL.jpg
861,,Acting,,1117325,Temple Nash,0,,,
862,,Acting,,1853645,Kristina Kumlin,1,,,
863,,Acting,,97364,Ayako Kawahara,1,,,
864,1951-04-12,Acting,,119232,Tom Noonan,2,"An American actor and film writer-director. Noonan was born in Greenwich, Connecticut, the son of Rosaleen and Tom Noonan, who worked as a dentist and jazz musician respectively. He has an older brother, John F. Noonan, a playwright, and two sisters, Barbara and Nancy. In 1986, Noonan played Francis Dolarhyde, a serial killer who kills entire families, in Michael Mann's Manhunter, the first movie to feature Hannibal Lecter. Another supporting role, and another collaboration with director Michael Mann was in 1995, as Kelso in Heat. He also played Frankenstein in The Monster Squad. During the 1990s, he wrote various plays, including two that he made into movies, What Happened Was... (1994) and The Wife (1995). In the 2000s, Noonan appeared in various other movies, including a widely praised role as Sammy Barnathan in Synecdoche, New York, Charlie Kaufman's directorial debut. Most recently, he originally voiced one of the Wild Things in director Spike Jonze's Where The Wild Things Are, but was replaced by Chris Cooper.

Description above from the Wikipedia article Tom Noonan, licensed under CC-BY-SA, full list of contributors on Wikipedia.",Greenwich - Connecticut - USA,/cpINV4Q8IeVgSLyKz9ldzzAGr5n.jpg
865,1967-04-28,Acting,,56152,Kari Wuhrer,1,"Kari Samantha Wührer (born April 28, 1967) is an American actress and singer, mostly credited as Kari Wuhrer, sometimes as Kari Salin.

Description above from the Wikipedia article Kari Wuhrer, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Brookfield, Connecticut, U.S.",/2WmKU8E0lMmdBcC7F9iLLz7S2Qc.jpg
866,1951-12-14,Acting,,1989,Celia Weston,1,"Celia Weston (born December 14, 1951) is an American actress of stage, film and television, and a character actress. Professionally, she may be best known for her role as Jolene Hunnicutt on Alice.

Description above from the Wikipedia article Celia Weston, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Spartanburg, South Carolina, USA",/s1PvoXw5lfVCeqpBpjOwKnc51LJ.jpg
867,1965-03-19,Writing,,7882,Jeff Pidgeon,2,,,/yLddkg5HcgbJg00cS13GVBnP0HY.jpg
868,1942-09-29,Acting,1999-12-03,29803,Madeline Kahn,1,"Madeline Gail Kahn was an American actress, comedian, voice actress, and singer, known for comedic roles in films directed by Peter Bogdanovich and Mel Brooks, including What's Up, Doc?, Young Frankenstein. Wikipedia","Boston, Massachusetts, U.S.",/gkJiblIpFJ6Tlz5JmsRZsjvHeh6.jpg
